FUM-nr,X,Antal_dele,Emne_ord,Placering,Dansk_navn,Latinsk_navn,Antal_fossiler,Fund_oplysninger,Notater,Lokalitet,Finder,Fossilets_dimensioner,e,Beskaffenhed,Bevaringstilstand,Foto,Bilag,Beskrevet_af,Udlånsstatus,Opbevares,Box_nr.,Status,Kontaktoplysninger
1903,,6 dele,Invertebrat,,Børsteorm,,,,Mange børsteorme fordelt over minimum 3 niveauer ned gennem stenen,,Claus Møller,,,,,1,,,,m,,×,
1904,,+modplade,Fisk,,Hajtand,,,,Aftryk af hajtand med 3 sidetænder,,Poul Søby Nielsen,,,,,1,,N. Bonde 2009,,m,,×,
1905,,+modplade,Fisk,,Sild,Clupieformes,,,"lamineret moler med flere forskellige græslignende blade. + Fiskeknogler, skæl og andet botanik.",Fur,René Sylvestersen,70mm*20mm,,Skifer,ok,1,,N. Bonde 2009,,m,,×,
1906,,+modplade,Fisk,,Kulmule,Merluccidae,,,"""kulmule"" Rester af stor fisk: kæbe med to rækker tænder, kranieknogler (bl.a. tunge og gællebueelementer), hvivler samt finnestråler",Fur,,,,Blød moler,ok,1,,N. Bonde 2009,,m,,×,
1907,,+modplade,Insekt,,Tæge,Hemiptera,,,Bagkrop af bredtæge,Graven nord for Stendal Høje,Finn hald,15mm*11mm,,Ulamineret moler,fin,1,,,,m,,×,
1908,,-modplade,struktur,,Sporfossil,Teichichnus,,,Bioturberet moler med askefyldte gravegange,Fur,Weitech,,,Ulamineret moler,god,1,,,,m,,×,
1909,,-modplade,Botanik,,Blad,,,,,Graven nord for Stendal Høje,René Sylvestersen,20mm*11mm,,Blød moler,Middel,1,,,,m,,×,
1910,,,"fugl-dun, musling,snegl",,,,,,,,,,,,,A,,N. Bonde 2009,,m,,×,
1911,,-modplade,Fisk,,Knogletunge,Osteoglossiformes,,,Skæl fra knogletunge. Omnummereret gendstand - Tidligfere FUM-468A. Der var to forskellige genstande registreret under FUM-468. 468/74 (FMP 60) og 468A (FMP 73). 468A har fået nyt nr. ,Fur,M. Breiner,14mm*7mm,,Skifer,God,1,,N. Bonde (FMP 73),,m,,×,
1912,,+modplade,Insekt,,Myg,Dipteria,,,,,,11mm*6mm,,Stribet  cementsten,ok,1,,,,m,,×,
1913,,-modplade,Insekt,,Våbenflue,Stratiomyidae,,,Sendt til Danekræ evaluering. Lokalitet og finder ukendt. kommer fra museets studiesamling,,,6mm*9mm,,cementsten,God,1,,Stig Andersen 2009,Sendt til D-kræ bedømmelse 2010,m,,×,
1914,,-modplade,Insekt,,vandnymfe,Zygoptera,,,Utydelig bevaret vandnymfe i Stolleklint Ler,100 meter øst for østklinten,René Sylvestersen,27mm*5mm,,Skifer,ok,1,,,,m,,×,
1915,,-modplade,Insekt,,Græshoppe,Orthoptera,,,,,,14mm*4mm,,Skifer,Middel,1,,,,m,,×,
1916,,+modplade,Insekt,,Vårflue,Trichoptera,,,,,,10mm*15mm,,cementsten,Fin,1,,,,m,,×,
1917,,-modplade,Insekt,,Florvinge,Neoroptera,,,,,,12mm*6mm,,cementsten,Meget fin,1,,,,45A,,×,
1918,,+modplade,Insekt,,Ugle,Lepidoptera,,,Krop uden vinger,,,11m*4mm,,cementsten,,1,,,,m,,×,
1919,,-modplade,Insekt,,Græshoppe,Orthoptera,,,,,Erik Mørch,24mm*4mm,,Skifer,ok,1,,,,m,,×,
1920,,+modplade,Insekt,,Ørentvist,Dermaptera,,,Bagkrop fra hun ørentvist.,Knudeklint,Peder Sig,9mm*3mm,,cementsten,Ok,1,,,,m,,×,
1921,,-modplade,Invertebrat,,Børsteorm,,,,,Fur,Bo Schultz,19mm*3mm,,cementsten,God,1,,,,m,,×,
1922,,+modplade,Insekt,,Myg,Dipteria,,,Fundet mellem askelag +25 < > +30.,Knudeklint,René Sylvestersen,10mm*10mm,,cementsten,God,1,,,,m,,×,
1923,1,6 dele (A-F),,,Myre,Hymenoptera,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin",Myre med delvis bevaret vinge. Hovedet mangler. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.,Stolleklint,Bo Schultz,17mm*8mm,,Stolleklint Ler,,1,,,,47,,,
1923,2,6 dele (A-F),,,Myre,Hymenoptera,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin",Myre med en del af benene bevaret. mangler hovedet. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.,Stolleklint,Bo Schultz,16mm*10mm,,Stolleklint Ler,,1,,,,47,,,
1923,3,6 dele (A-F),,,Sangcikade,Hemiptera,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin",Bagkrop fra sangcikade med læggebrod. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.,Stolleklint,Bo Schultz,19mm*18mm,,Stolleklint Ler,,1,,,,47,5,,
1923,4,6 dele (A-F),,,Myre,Hymenoptera,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin",Ikke særlig godt bevaret myre. Løst hovede der kan stamme fra et andet individ. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.,Stolleklint,Bo Schultz,18mm*8mm,,Stolleklint Ler,,1,,,,47,,,
1923,5,6 dele (A-F),,,Fisk,,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin","Lille ubestemt juvinil fisk, hvor det foreste af snuden mangles. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.",Stolleklint,Bo Schultz,13mm*3mm,,Stolleklint Ler,,1,,,,47,5,,
1923,6,6 dele (A-F),,,Snyltehveps,Hymenoptera,,"Stykkerne A og B er i udstillingen, mens C-F er på magasin",Snyltehveps - Lille art. FUM-N-1923X1-X6 kommer alle fra samme stykke skiffer. Fundet ca. 60 cm. Under askelag -35. 30 meter vest for Stolleklint i udskridningen. Stykket indeholder ud over de registrereded fossiler også mange fragmenter fra myrer og andre dele af insekter + skæld fra bl.a. sild og knogletunge.,Stolleklint,Bo Schultz,"3,5mm*3mm",,Stolleklint Ler,,1,,,,,,×,
1924,,-modplade,Invertebrat,,Koral,,,,Oligocæn konkretion med koral.,Harrevig (ved ølejren),Skovbjerg Eg,42mm*16mm*35mm,,Konkretion,ok,1,,,,m,,×,
1925,,3 dele,Botanik,,Nød,,,,,Fur,Per Hvilsted,35mm*20mm*5mm,,Blød moler,God,1,,,,m,,×,
1926,,+modplade,Fisk,,Makrel,Scrombrid,,,"Meget lille unge af makrelfisk. ca. 14 mm lang. Interasant ved at være den minste identificerbare scrombrid. De ca. 19 abdominalhvivler plus ca. caudal/ hale-hvivler kan nærmere bestemme den blandt molerets ""makrelfisk""",Graven nord for Stendal Høje,Irene Kristensen,14mm*5mm,,Blød moler,God,1,,N. Bonde,,m                             10   ,,×,
1927,,+modplade,Botanik,,Blad,,,,"Fragment af smalt løvblad, hvor sideribberne sidder forskudt over for hinanden",Graven nord for Stendal Høje,Claus Møller,19mm*6mm,,Blød moler,God,1,,,,m,,×,
1928,,+modplade,Fisk,,Hajtand,Paratodus primeri,,,Hajtand i moler. Kraftig asymerisk glat krone. Lav asymetrisk rod.Ingen laterale spidser.,Graven nord for Stendal Høje,C.A. De Mooij,11mm*10mm,,Blød moler,God,1,,N. Bonde 2009,,18,,×,
1929,,+modplade,Fisk,,Smelt,Osmeroidei,2,,Smelt i blødt moler. Hovedet er trykket en anelse ud af facon og det betyder at det er muligt at se detaljer i hovedets opbygning som normalt ikke ses. Stykket indeholder også en børsteorms gang.,Graven nord for Stendal Høje,Claus Møller,120mm*22mm,,Blød moler,God,1,,,,m,,×,
1930,,+ modplade,Fisk,,Havaborre,Perciformes,,,"""Dick-kopff"" hos Kühne. Perciform af havaborre gruppen , Percoidei. Hvirvler 11-12 (?) + 21 (incl. Pu1 +u) ",Graven ved Stendalhøje,Louise ??,46mm*14mm,90mm*55mm*40mm,Lamineret moler,ok,1,1,N. Bonde 2009,,,2,,
1931,,-modplade,Botanik,,Gren,,,,Del af gren i Stolleklintler plus enkelte rester fra fisk bl.a. skæl fra sild.,Stolleklint,René Sylvestersen,50mm*22mm,,Stolleklint Ler,Fin,1,,,,m,,×,
1932,,+modplade,Botanik,,Plante,Araucarites sp,,,,Graven nord for Stendal Høje,,20mm*1mm,,Blød moler,Ok,1,,,,m,,×,
1933,,+modplade,Botanik,,Græs,,,,bambusligende blad. Del af langt smalt blad,,René Sylvestersen,55mm*12mm,,Blød moler,God,1,,,,m,,×,
1934,,+modplade,Fisk,,Smelt,Osmeroidei,2,,Flere smelter i moler + modplade. Den meget adspredte fisk forneden viser tungen og gællehussstråler og flere gællebuer lagt symetrisk ud på en meget informativ måde (unikt). Den næsten hele fisk med interessant hjernekasse klmt næsten dorso-ventralt. 3. stk. pålimet af N. Bonde med Dana kontaktlim. Midterdelen på pladen kan præpareres af men giver næppe meget.,Graven nord for Stendal Høje,Claus Møller,115mm*22mm,,Lamineret moler,God,1,,N. Bonde 2009,,m,,×,
1935,,-modplade,Fisk,,Fiskelord,Koprolit,,,Meget lang koprolit,Graven nord for Stendal Høje,Magnus Jeppesen Godsk,340mm*25mm,,Blød moler,God,1,,,,m-jalousiskab,,×,
1936,,+modplade,Botanik,,Løvblad,,,,Del af løvblad med tydelig midterribbe og sideribbe,Graven nord for Stendalhøje.,Fur Museum,40mm*25mm,,Ulamineret moler,ok,1,,,,m,,×,
1937,,+modplade,Fisk,,Smelt,Osmeroidei,,,,Graven nord for Stendal Høje,Bo Schultz,40mm*6mm,,Blød moler,Meget god,1,,,,13,,×,
1938,,+modplade,Fisk,,Tarpon,Elopiformes,,,Stor skæl fra tarpon,Graven nord for Stendal Høje,Frederikke Bergmand & Katrine Pedersen,30mm*26mm,,Blød moler,God,1,,,,m,,×,
1939,,+modplade,Fisk,,Holosteus,Aulopiformes,,,"Hoved og forkrop af holosteus. Snuden, bugen og bagenden mangler.",,Jeppe Østergård,185mm*50mm,,Blød moler,Ok,1,,N. Bonde,,m,,×,
1940,,+modplade,Insekt,,Sumptorngræshoppe,Orthoptera,,,Er fundet i lagene mellem askelag +1 og -17,Graven nord for Stendal Høje,Sigrid Amdi,24mm*6mm,,Blød moler,God,1,,,,m,,×,
1941,,+modplade,Botanik,,Blad,,2,,Fragmenter af to løvblade samt lidt fiskeknogler og andre plantedele.,,Niklas P. Thorsen,18mm*20mm,,Grå ulamineret moler,Ok,1,,,,m,,×,
1942,,+modplade,Fisk,,Skt. Peters fisk,Zeiformes,,,,,Anders ?,8mm*5mm,,Blød moler,God,1,,N. Bonde,,3,,×,
1943,,-modplade,Fisk,,Hajtand,,,,Del af roden af stor tand,Graven nord for Stendal Høje,David Nielsen,12mm*15mm,,Blød moler,ok,1,,,,m,,×,
1944,,-modplade,Invertebrat,,Søpindsvin + krystal,Echinocorys,,,Echinocorys med flotte sekundære kalsitkrystaller der er vokset ud fra indersiden af ambulacralpladerne + kalkdæk,Knuden,Anette Vester,52mm*45mm*32mm,,Flint,God,1,,,,Glasskab v/dør,,×,
1945,,- modplade,Invertebrat,Crustacea (krebsdyr),Reje, Penaeus sp.,,,,,,22mm*5mm,,Stolleklint Ler,God,1,,,,m,,×,
1946,,+modplade,Insekt,,Bladlus,Hemiptera,,,Vinge af bladlus. Stykket har haft løbe nr. 211,,,10mm*4mm,,Stolleklint Ler,God,1,,Henrik Madsen,,m,,×,
1947,,- modplade,Invertebrat,,Musling,,1,,,Østklinten,René Sylvestersen,4mm*3mm,,cementsten,OK,1,,,,m,,×,
1948,,+ modplade,Fisk,,Smelt,,1,,"Juvenil smelt fundet af Caroline fra Holstebro Friskloe, 2009.",Graven n. for Stendal høje,"Caroline, Holstebro Friskole, 2009",16mm*3mm,,Blød moler,Fin,1,,,,m,,×,
1949,,+ modplade,Fisk,,Hajtand,Odontaspid,1,,Hajtand med 1 spids dentikel i hver side.,,,13mm*14mm,,Blød moler,God,1,,N. Bonde,,m,,×,
1950,,+ modplade,Mineral,,Pimpsten,,2,,Hel pimpsten + gren,,Henriette Falkenberg,13mm*10mm*2mm,,Blød moler - ulamineret,God,1,,,,m,,×,
1951,,- modplade,Fugl,,Fuglefod,,1,,,,"Thyra Larsen, tlf: 86951146",26mm*8mm,,Blød moler,God,1,,,,24,,×,
1952,,- modplade,Invertebrat,,Sandmusling,,1,,Åben sandmusling hvor det er muligt at se hængslet.  Der foreligger ingen oplysninger om finder el. fundsted.,,,40mm*38mm,,Blød ulamineret moler,,1,,,,m,,×,
1953,,- modplade,Fugl,,Fuglefod,,1,,,,"Lars Christensen, tlf: 97548367, 2008",16mm*10mm,,Blød moler ,God,1,,,,24,,×,
1954,,- modplade,Fisk,,Ulkefisk,Perciformes,,,Fiskehovede. Kraftigt deformeret så mange af kranieknoglerne  tydeligt kan ses.,,,Mange løse dele der ligger spredt,90mm*60mm*10mm,Lamineret moler,Meget fin,1,1,N. Bonde,,,1,,
1955,,+ modplade,Fisk,,Smelt,,1,,Juvenil,Fur,"Liselotte Pedersen, Hovedvejen 96, 8722 Hedensted, 20. aug. 2008",15mm*2mm,,Blød moler,OK,1,,N. Bonde,,m,,×,
1956,,- modplade,Struktur-sedimentær,,Folder i moler,,0,,Småskala folder i moler.,,Bo Schultz,,,Blød lamineret moler,OK,1,,,,m,,×,
1957,,- modplade,Struktur-sedimentær,,Askelag   ,,0,,"3 mm tykt askelag, der tynder ud til 0 mm over en afstand på ca. 7 cm.  Molerets lamination er vandret og følger ikke askelaget og bliver derfor afbrudt hvor askelaget er tykkest.",,,,,Blød lamineret moler,OK,1,,,,m,,×,
1958,,- modplade,Struktur-sedimentær,,Folder i moler,,0,,Småskala folder i moler.,,Bo Schultz,,,Blød lamineret moler,OK,1,,,,m,,×,
1959,,+ modplade,Fisk,,"Makrel, tand","Scombried, Ardiodus",1,,Lille tand med skærerand.,,,5mm*3mm,,Blød moler,OK,1,,Niels Bonde 2009,,m,,×,
1960,,+ modplade,Botanik,,Græslign. Blade,,Flere,,"Lamineret moler med flere forskellige græslignende blade. + Fiskeknogler, skæl og andet botanik.",,"Søren Egge Rasmussen, Hjortshøj Møllevej 162, 8530 Hjortshøj",,,Lamineret moler,God,1,,,,m,,×,
1961,,+ modplade,Insekt,,tæge,,1,,Bagkrop af tæge i blød moler + rygsøjle fra lille fisk,Graven n. for Stendal høje,René Sylvestersen,11mm*10mm,,Blød moler,Middel - ikke komplet,1,,,,m,,×,
1962,,- modplade,Fisk,,"Knogletunge, skæl",Heterosteoglossum,1,,Skæl i gråt moler,,,22mm*17mm,,Grå moler,Halvt skæl,1,,N. Bonde 2009,,m,,×,
1963,,+ modplade,Insekt,,Ubestemt insekt,,,,Bagkrop af insekt i blød moler,Graven n. for Stendal høje,René Sylvestersen,12mm*9mm,,Svagt lamineret moler,OK,1,,,,m,,×,
1964,,+ modplade,Fisk,,Trompetfisk,Aulostomoid,1,,Kropspanser fra nålefisk. Fin ornamentik og lidt hvirvler.,,,64mm*9mm,,Lamineret moler,God,1,,N. Bonde,,m,,×,
1965,,- modplade,Struktur,,Askelag m/ recente dyr,,,,"Løsblok bestående af et par cm moler under et tykt akselag. I stenen findes talrige huller efter boremuslinger og flere af dem sidder skallerne stadig i stenen.  6 ret store ruer, op til 4 cm i diameter.",,,,,Aske + moler,,1,,,,m-stue,,×,
1966,,- modplade,Fisk,,"Tarpon, skæl",,1,,"Har tidligere været registreret som 904, men der var skæl fra 3 forskellige fisk under nr. Nu FUM-N-904A+B, FUM-N-1966 og FUM-N-1979.  904 har tidligere været nummeret som 844, men der er også en lille fisk i cementsten med det nr.",,,20mm*22mm,,Lamineret moler,"God, men sløret",1,,,,m,,×,
1967,,- modplade,Invertebrat,Echinodermer (pighuder),Søstjerne,,1,,,,"Renata, Ringstrasse 11, 19065 Raben Steinfeld, tyskland, tlf: 03860501063",45mm*27mm,,Blød moler,Rustimpreneret,1,,,,m,,×,
1968,,+ modplade,Botanik,,Egeblad,,1,,Løvblad fra egetræ,Grav n. for Stendal høje,"Ulf Fabian - 2008, Themsvej 48, 8240 Risskov",90mm*26mm,,Blød Moler,God,1,,,,m + 30,,×,
1969,,+ modplade,Fisk,,Smelt,,1,,"Forreste del af bugregion klemt dorsoventralt.  Typisk smelt, ret svage hvirvler, ca. 15 mellem brystfinner og bækken med bugfinner med ca. 10 stråler. Også bagerste del af kranietaget.",,Alexander Nielsen,58mm*34mm,,Lamineret moler,OK,1,,N. Bonde 2007,,m,,×,
1970,,+ modplade,Botanik,,Ask ?,,1,,"Lille blad, muligvis fra ask. Ved den ene kant ses et bidespor efter insekt/larve.",Graven ved Stendal Høje ?,Jytte Jensen,72mm*17mm,,Lamineret moler,God,1,,Bo Schultz ,,m + 30,,×,
1971,,+ modplade,Invertebrat,,Børsteorm,,1,,Del af børsteormsgang i cementsten,Nordkysten Fur,René Sylvestersen,13mm*9mm,,Stribet cementsten,Under middel,1,,,,m,,×,
1972,,+ modplade,Fisk,,Hajlort ?,Koprolit,1,,Ser ud til at være et fladtrykt aftryk efter en snoet hajlort.,,,36mm*5mm,,Blød moler,,1,,,,m,,×,
1973,,+ modplade,Insekt,,Bille,,1,,Blød moler med fragment af bille.,,,13mm*12mm,,Lamineret moler,Ok - delvis fragmenteret,1,,,,m,,×,
1974,,+ modplade,Insekt,,Tæge,,1,,1974B indeholder lille fragment af bagkroppen fra et andet insekt.,,Claus Møller / René,13mm*9mm,,Blød moler,God,1,,,,m,,×,
1975,,+ modplade,Fisk,,Hajtand,Hypotodus verticalis,1,,Meget stor,,"??, Bo ved det måske",35mm*17mm*-5mm,,Aftryk i blød moler,God,1,,"D. Ward, 2008",,18,,×,
1976,,- modplade,Fisk,,Pigfinnet fisk,"""Furichtyodes"" ",1,Klassifikation: Overorden: Acanthopterygii.,Lille pigfinnet fisk. SL: 13 mm. Kranie: 4 mm. Underkæbe: 2 mm. Præ-coid: 8 mm.  Hvirvler 13 + 15 [??kun 14] A: ca III 8-9 (?kun II pigge)  C: >5/I/8-7/I/>4.  D: (ca) X-I~8.  4 ret store pigge på præoper/forgællelåg.  Ikke tidligere kendt som så små.,Ved Bispehuen,Mette Hofstedt,15mm*4mm,,Blød moler,God,1,,N. Bonde 2009,,12,,×,
1977,,+ modplade,Botanik/Fisk,,Plante + Hajtand,,2,,Rhizom -lignede plante. Kraftig leddelt med korte led.  Ubestembar hajtand: D. Ward 2009,,,74mm*24mm,,Blød ulamineret moler,God,1,,hajtand: D. Ward 2009,,31,,×,
1978,,+ modplade,Fisk,,Glansfisk,,1,,"Fossil fisk i blød moler monteret i kasse med dim. 70x41,5x4 cm.  Fundet i væggen mellem askelag -13 og -17.",Graven n. for Stendal høje,Asbjørn Ravn,53mm*22mm,,Blød moler,OK - fragmenteret,1,,,,m-stue + 7,,×,
1979,,- modplade,Fisk,,"Tarpon, skæl",,1 + krystal,,"Tarpon skæl med 1 gipskrystal og aftryk efter flere krystaller.  Har tidligere været registreret som 904, men der var skæl fra 3 forskellige fisk under det nr. Nu FUM-N-904x1-2, FUM-N-1966 og FUM-N-1979.  904 har tidligere været nummeret som 844, men der er også en lille fisk i cementsten med det nr.",,,21mm*25mm,,Grå lamineret moler,God,1,,,,60,,×,
1980,,+ modplade,Fugl (fjer),,Fjer,,1,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",,Knuden,Bo Schultz,20mm*6mm,,Cementsten,God,1,,,,m,,×,
1981,,+ modplade,Insekt,,Stankelben,,1,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",,Knuden,Claus Møller,12mm*25mm,,Cementsten,OK,1,,,,m,,×,
1982,,+ modplade,Insekt,,"Løvgræshoppe, vinge",Pseudotettigonia amoena,2,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",Vinge af løvgræshoppe + mindre ubestemt vinge.,Knuden,Bo Schultz,40mm*12mm,,Cementsten,God,1,,,,m,,×,
1983,,- modplade,Insekt,,Ugle,Lepidoptera,1,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",,Knuden,Bo Schultz,10mm*3mm,,Cementsten,OK,1,,,,m,,×,
1984,,- modplade,Fisk,,Fiskelort,Koprolit,1,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",,Knuden,Bo Schultz,102mm*11mm,,Cementsten,Fin,1,,,,m,,×,
1985,,- modplade,Invertebrat,,musling ,,1,,Lille musling i cementsten med askelag +15.,Løs blok v/Østklinten,René Sylvestersen,4mm*4mm,,Cementsten,OK,1,,,,m,,×,
1986,,- modplade,Fisk,,Guldlaks ?,,1,,"Absolut mindste forbening af ""guldlaks"" (?smelt*). 16mmSL, total 18-19 mm.  *) ?? Er underkæben høj nok til at være guldlaks.",,,18mm*1mm,,Cementsten,OK,1,,Niels Bonde 2009,,m,,×,
1987,,+ modplade,Botanik,,Nød + plante,,nød + plante,,Skifer,med nød og planterest,Bo Schultz,9mm*8mm,,Stolleklint Ler,God,1,,,,m,,×,
1988,,+ modplade,Insekt,,"Løvgræshoppe, vinge",Pseudotettigonia amoena,Mange,,Stykket indeholder mange rester af insekter. Bl.a. vinge fra løvgræshoppe samt vinger fra 2 andre arter af græshopper. En dårlig bevaret myg og ubestemte kropsfragmenter og vinger.,Stranden v/Stolleklint,Bo Schultz,50mm*15mm,,Stribet cementsten,OK,1,,,,m,,×,
1989,,+ modplade,Insekt,,Stankelben,,1+mange planterester,,Stankelben i stribet cementsten. Mange planterester.  Forsigtig - stykket smuldre let. Har fået frost.,Strand v. for Stolleklint,René Sylvestersen,20mm*30mm,,Stribet cementsten,OK,1,,,,m + 36,2,×,
1990,,+ modplade,Fisk,,Guldlaks,Argentinoid,1,1980A er udlånt til Johan Lindgren,"Almindelig lille guldlaks (argentinoid). Stykket er itu (mangler underkæbe og brækket i flere stk), men viser begge siders ""tunge"" fint bevaret bag skulderbæltet, og den har en meget fin basis af haleskelettet.  Øjets farvepigment bevaret (ingen sclerotica forbening).  Cementstenen stammer muligvis fra den negative serie, hvilket er interessant, da der som oftest intet forsilt er bevaret herfra.",,Peter Person,40mm*8mm,,Cementsten,OK,1,,Niels Bonde 2009,1980A er udlånt til Johan Lindgren,m + 1980A,,×,
1991,,- modplade,Insekt,,Stankelben,,1,"Genstandene FUM-N-1980, 1981, 1982, 1983, 1984 og 1991 er fundet i samme cementsten.",Hoved med øjne+vinger. Mangler den bagerste halvdel.,Knuden,Claus Møller,8mm*23mm,,Cementsten,OK,1,,,,m,,×,
1992,,- modplade,Fisk,,Strømsild,Argentinoid,1,,"Fisk fra studiesamlinge. Oplysninger om lokalitet, finder, mm er ukendte.",,,39mm*6mm,,Cementsten,Fin,1,,,,m,,×,
1993,,- modplade,Fisk,,Strømsild,Argentinoid,1+hoved,,"Komplet fisk + et hoved. Fisk fra studiesamlinge. Oplysninger om lokalitet, finder, mm er ukendte.",,,42mm*6mm,,Cementsten,Fin,1,,,,m,,×,
1994,,- modplade,Botanik,,"Frø, vinget ",Sequoia?,6,,"Fundet i det specielle lag, Henrik Madsen opdagede dec. 2009, ca. 1 m under askelag -13 i graven ved Skarrehage. Indeholder også bagerste halvdel af guldlaks.",Skarrehage - Mors,Bo Schultz,3mm*3mm,,blød moler,Middel,1,,,,m,,×,
1995,,- modplade,Insekt,,Vandnymfe,Zygoptera,1,,"Fundet i det specielle lag, Henrik Madsen opdagede dec. 2009, ca. 1 m under askelag -13 i graven ved Skarrehage.",Skarrehage - Mors,René Sylvestersen,25mm*6mm,,Blød moler,Middel,1,,,,m,,×,
1996,,- modplade,Struktur,,Gravegang,,1,,"De bøjede-backfill strukturer ligner et snit langs en Taenidium. De er cylindriske gravegange fyldt med sediment har en gentaget meniskus struktur. Men Taenidium har normalt en glat ydre grænse, som mangler her. Her er meniskerne meget uvariable i størrelse og irregulære.  -Alternativt kunne det være Zoophycos, en spreite gravegang, slittet på skrå.  -Hvis sporfossilet ER Zoophycos, er det spændende -- Zoophycos i Tertiære er begrænset til dybvand!  R. Bromley 2009",Ved Bispehuen,Michael Sørensen,80mm*15mm,,Ulamineret moler,,1,,"R. Bromley, 2009",,m,,×,
1997,,- modplade,Struktur,,Brecieret moler,,,,Lyst lamineret moler med ca. 1-2 cm askelag på den ene lagflade. Stykket er brecieret og asken har en meget uregelmæssig og ujævn erosionsoverflade.,,,,,Lamineret moler,OK,1,,,,m-stue,,×,
1998,,+ modplade,Fisk,,Smelt,,1,,"Juvenil. Ganske lille unge af smelt. Standart længde uden halefinne (SL) 9 mm. Nok den mindste størrelse med forbening, der kan bevares. Om det er en egentlig larve (halehvirvler lige ud) eller lille post-larve (halehvirvler bøjer op) er svær at se. Lav underkæbe.",,,9mm*2mm,,Lyst moler,,1,,Niels Bonde 2009,,m,,×,
1999,,- modplade,Fisk,,Smelt,,1,,"Juvenil fisk. SL ca. 10 mm. Svær at bedømme, da underkæben mangler. Det er tungen der stikker frem. Det er sandsynligvis en smelt, da en ret lang sammenklemt gatfinne nok kan anes. Halefinnen vist også faldet af.",,,10mm*2mm,,Lyst moler,God,1,,Niels Bonde 2009,,m,,×,
2000,,- modplade,Invertebrat,Gastropoder (snegle),Pelikanfodssnegl,Drepanocheilus speciosus,1,,Sneglen er bevaret i leret og kommer ikke som normalt fra en konkretion.,Lyby Strand,Bo Schultz,27mm*20mm,,i leret,OK,1,,,,m,,×,
2001,,- modplade,Mineral,,Barytkrystal,,Mange,,"Askelag med mange barytkrystaller. Stenen har ligget længere tid på stranden og viser 2 forskelleig former for erosion i forhold til barytkrystallerne, hvor krystallerne har været henholdvis mere og mindre modstandsdygtige over for erosionen end matriks.","Nordkysten, Fur",,,,Aske,OK,1,,,,m,,×,
2002,,- modplade,Fisk,,Guldlaks,Argentinoid,1,,,,,50mm*9mm,,Lamineret moler,Meget god,1,,,,14,,×,
2003,,- modplade,Fisk,,Guldlaks,Argentinoid,1,,,,,60mm*10mm,,Lamineret moler,God,1,,,,14,,×,
2004,,+ modplade,Fisk,,Smelt,Osmeroider,1,,Relativ lille unge af smelt. Ca. 15 mm. Lang. Relativ lav underkæbe. Relativ lang gatfinne.,,,27mm*3mm,,Lamineret moler,god,1,,Niels Bonde 2009,,m,,×,
